beeld URL,modelnaam,tag 1,tag 2,tag 3,tag 4,tag 5,tag 6,tag 7,tag 8,tag 9,tag 10,tag 11, tag 12,tag 13,tag 14,tag 15,tag 16,tag 17,tag 18,tag 19,tag 20
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-0078-0785/full/full/0/default.jpg,Travel,Gift Shop (0.5788056),Terrace (0.5098832),Surroundings (0.33915934),Water Park (0.33241057),Bar (0.3275134),Communal Areas (0.30561274),Summer (0.30390468),Food & Beverages (0.28640532),Daytime (0.2437179),Restaurant (0.19365115),Casino (0.17644486),Building (0.17577021),Garden (0.16937286),Autumn (0.16598165),Animals (0.16396883),Snow & Ski Sports (0.15371431),Entrance (0.14649232),Lounge (0.13037631),People (0.122055374),Nighttime (0.10992817)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-0079-0001/full/full/0/default.jpg,Travel,Boat (0.8685145),Fireplace (0.4841631),Surroundings (0.4825001),Entrance (0.45951545),Terrace (0.38217637),Summer (0.35384405),Animals (0.29776025),People (0.2950884),Autumn (0.28575718),Daytime (0.26577196),Winter (0.2626988),Restaurant (0.25119698),Television (0.2118858),Snow & Ski Sports (0.2082888),Kids Area (0.19770448),Communal Areas (0.15414141),Bar (0.14901188),View (0.13684677),Building (0.1357368),Garden (0.126271)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-60-00055/full/full/0/default.jpg,Travel,Kids Area (0.86483884),People (0.8627349),Summer (0.7806806),Daytime (0.5520082),Autumn (0.49580535),Sports & Activities (0.4912665),Surroundings (0.48324263),Entrance (0.35713115),Spring (0.31231865),Terrace (0.27494884),Building (0.21222433),Snow & Ski Sports (0.20805281),Animals (0.18318486),View (0.1626537),Bicycling (0.14883484),Food & Beverages (0.12681895),Restaurant (0.11902241),Television (0.09086183),Balcony (0.07719696),Water Sports (0.07222701)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-60-00057/full/full/0/default.jpg,Travel,Snow & Ski Sports (0.9764533),Winter (0.9079763),People (0.42405215),Summer (0.36642623),Spring (0.21782795),Sports & Activities (0.16968423),Bicycling (0.14626537),Daytime (0.123536),Surroundings (0.12194769),Fireplace (0.10965644),Terrace (0.089221664),View (0.08691857),Television (0.071445495),Hot Tub (0.06415369),Building (0.061880823),Entrance (0.05778181),Details (0.049975444),Autumn (0.04510415),Yoga (0.045054156),Golf Course (0.04359241)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-60-00059/full/full/0/default.jpg,Travel,Snow & Ski Sports (0.9399316),People (0.7048273),Sports & Activities (0.59090763),Winter (0.4828132),Daytime (0.35701054),Bicycling (0.34909818),Animals (0.24256127),Fireplace (0.23375249),Kids Area (0.1883984),Golf Course (0.17809573),Entrance (0.16984564),Surroundings (0.15427409),Spring (0.14425813),Television (0.13939239),Restaurant (0.13916971),Summer (0.11845575),Wedding (0.08837517),Autumn (0.085907534),Hot Tub (0.08328118),Details (0.07324202)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-60-00061/full/full/0/default.jpg,Travel,Winter (0.97371465),Snow & Ski Sports (0.8474517),Summer (0.57473606),View (0.43948662),Terrace (0.40159592),Building (0.31498823),Hot Tub (0.2741043),Surroundings (0.23142624),Fireplace (0.14046694),Kids Area (0.13037774),Spring (0.1118848),Garden (0.10921568),Entrance (0.094335616),People (0.082412384),Daytime (0.07924814),Boat (0.07619215),Television (0.061512426),Autumn (0.061347354),Nighttime (0.055618923),Communal Areas (0.049992573)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-60-00091/full/full/0/default.jpg,Travel,Boat (0.97874683),Balcony (0.73337233),Water Sports (0.49686643),People (0.491059),Daytime (0.4640984),Summer (0.45174128),Terrace (0.4322344),Water Park (0.40334648),Snow & Ski Sports (0.3398893),Sports & Activities (0.2588713),Hot Tub (0.1191513),View (0.07474453),Chair (0.07267902),Building (0.0685794),Television (0.06273397),Bicycling (0.04822183),Entrance (0.046020374),Casino (0.045175623),Gym (0.041955058),Surroundings (0.033985324)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-60-00107/full/full/0/default.jpg,Travel,Beach (0.96015906),Water Sports (0.8369426),Summer (0.58583426),Water Park (0.2841773),People (0.23404905),Yoga (0.21760833),Kids Area (0.19238594),Sports & Activities (0.18912303),Surroundings (0.08971289),Spring (0.08777362),Daytime (0.07682402),Boat (0.07494247),Terrace (0.072034255),Food & Beverages (0.069534756),Snow & Ski Sports (0.06076465),Bicycling (0.052490953),Chair (0.04424314),Hot Tub (0.04076778),Restaurant (0.030457927),Autumn (0.03040112)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-60-00116/full/full/0/default.jpg,Travel,Daytime (0.84984213),People (0.7688154),Summer (0.625626),Sports & Activities (0.57442325),Autumn (0.48569232),Surroundings (0.4788647),Spring (0.4665507),Bicycling (0.4184729),Snow & Ski Sports (0.36743844),Television (0.34600157),Boat (0.27477643),Nighttime (0.26043823),Animals (0.21633965),Terrace (0.16603929),Wardrobe (0.16231887),Details (0.15141615),Building (0.14652288),Restaurant (0.13730004),Entrance (0.13305344),Tennis Court (0.1330086)
http://ec2-18-191-252-182.us-east-2.compute.amazonaws.com:8182/iiif/2/DIA-60-00129/full/full/0/default.jpg,Travel,Beach (0.8685867),People (0.52673316),Summer (0.49853292),Yoga (0.49322104),Water Sports (0.26789263),Kids Area (0.2667699),Water Park (0.14197251),Sports & Activities (0.11872219),Casino (0.06739297),Boat (0.045399006),Daytime (0.043993928),Surroundings (0.043000434),Bicycling (0.041105904),Game Room (0.038314946),Chair (0.034989297),Hot Tub (0.03477721),Massage (0.03392005),Billiards (0.023035755),Couch (0.019364912),Spring (0.017564684)
